date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:53:48	35650/35650	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2021:53:47%20GMT	https://bitorzo822342368.wordpress.com/category/uncategorized/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/category/uncategorized/index.html	(from https://bitorzo822342368.wordpress.com/blog/)
00:53:48	35641/35641	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2021:53:47%20GMT	https://bitorzo822342368.wordpress.com/author/mathematix892394033/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/author/mathematix892394033/index.html	(from https://bitorzo822342368.wordpress.com/blog/)
00:53:48	19402/19402	---MCZ	200	added ('OK')	text/css	etag:W/%225b33f7b7-5e1f%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/wp-content/mu-plugins/highlander-comments/style6f5b.css	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:53:48	54120/54120	---MCZ	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2021:53:49%20GMT	https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/mission-statement/index.html	(from https://bitorzo822342368.wordpress.com/blog/)
00:53:48	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Sun,%2023%20Aug%202020%2021:53:49%20GMT	https://bitorzo822342368.wordpress.com/xmlrpc.php	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/xmlrpc.php	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:53:51	115311/115311	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ce2a2b4-1c26f%22	https://s2.wp.com/_static/??/wp-includes/js/jquery/jquery.js,/wp-content/js/mobile-useragent-info.js?m=1558356653j	C:/My%20Web%20Sites/BitorzoX/s2.wp.com/_static/index6f89.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:54:01	845/845	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2260ec0b74b15a59123e527328506dccc7%22	https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/feed/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/feed/index.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:54:29	43056/43056	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225dc97222-a830%22	https://s0.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1573483029j	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/_static/indexa85c.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:54:45	1536/1536	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d4b765c6bfd2243bf25658e2cc2a4bea%22	https://bitorzo822342368.wordpress.com/author/mathematix892394033/feed/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/author/mathematix892394033/feed/index.html	(from https://bitorzo822342368.wordpress.com/author/mathematix892394033/)
00:54:45	30596/30596	---MCZ	200	added ('OK')	text/html	etag:W/%221491bcc1cbd6f3ec20bad88f3170cfd3%22	https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/index.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/)
00:54:46	1544/1544	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228064a039b92ff493566a262a62594d29%22	https://bitorzo822342368.wordpress.com/category/uncategorized/feed/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/category/uncategorized/feed/index.html	(from https://bitorzo822342368.wordpress.com/category/uncategorized/)
00:54:46	848/848	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ea2063f726253f29093c1e7fdd3cca44%22	https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/feed/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/mission-statement/feed/index.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/)
00:54:46	1984/1984	---M--	200	added ('OK')	image/png	etag:%225c32dc65-7c0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:54:46	1232/1232	---M--	200	added ('OK')	image/gif	etag:%2257391252-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:54:46	29143/29143	---MCZ	200	added ('OK')	text/html	etag:W/%221491bcc1cbd6f3ec20bad88f3170cfd3%22	https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/index.html	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/)
00:54:46	1232/1232	---M--	200	added ('OK')	image/gif	etag:%225c32dc65-4d0%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:54:47	10819/10819	---M--	200	added ('OK')	image/gif	etag:%2257391252-2a43%22	https://s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s0.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1530132353h&cssminify=yes)
00:54:49	96106/96106	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Aug%202020%2020:52:59%20GMT	https://bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-1378866.jpg?w=1200	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-1378866bcc0.jpg	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:50	38823/38823	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Aug%202020%2020:52:59%20GMT	https://bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-1378866.jpg?w=640	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-137886673d9.jpg	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:51	243/243	---M--	200	added ('OK')	image/png	etag:%225e014184-f3%22	https://s2.wp.com/wp-content/plugins/amp-1.4/assets/images/placeholder-icon.png	C:/My%20Web%20Sites/BitorzoX/s2.wp.com/wp-content/plugins/amp-1.4/assets/images/placeholder-icon.png	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:51	269139/269139	---M--	200	added ('OK')	text/javascript	etag:%2203b06ec8352fd2ae%22	https://cdn.ampproject.org/v0.js	C:/My%20Web%20Sites/BitorzoX/cdn.ampproject.org/v0.js	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:52	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/social-logos.eot?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/social-logos.1bc8bb.delayed	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:52	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/social-logos.ttf?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/social-logosc8bb.ttf	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:54	63130/63130	---M--	200	added ('OK')	image/jpeg	date:Sun,%2023%20Aug%202020%2020:52:59%20GMT	https://bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-1378866.jpg?w=900	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.files.wordpress.com/2020/08/action-adult-carry-13788660456.jpg	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:54	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Aug%202020%2021:54:55%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=bitorzo822342368.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=181920109&v=wpcom&tz=0&user_id=0&post=2&subd=bitorzo822342368	C:/My%20Web%20Sites/BitorzoX/pixel.wp.com/b1dd7.gif	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:54	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Aug%202020%2021:54:55%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE40eW5QN0p8M2Y%2FRE1mJVY3bm9aR3VCbS9mWm1pRyZuJS1LX1t5QmRXZzE3RC9rQWZHK1FjbDltdWdaMVFFZTcxUGVHLWR0WTJodElGX1ovdzV%2BbDBNdGUzaTliUEZ%2BbGgrW216VGVkJkRqLmxnXU9MU2txT3VJMnwyQ3lUdTB5TlkzU3d%2BMj9bZ0VRT1VXJmhqJjJQazJ1azArRTVWRUVFLTFbWXBsejdYZmNtTVVIfitUQTh2a19hfjI2eV1RYj1UeHx6Kz9lNGFsQT0tdFIlUHJGSVBSZmk1andIfklTdGo%3D	C:/My%20Web%20Sites/BitorzoX/pixel.wp.com/b9fd8.gif	(from https://bitorzo822342368.wordpress.com/2020/08/23/school-fun-day/amp/)
00:54:55	8554/8554	---M--	200	added ('OK')	image/jpeg	etag:%22586742fd-216a%22	https://s0.wp.com/i/blank.jpg	C:/My%20Web%20Sites/BitorzoX/s0.wp.com/i/blank.jpg	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/)
00:54:56	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/social-logos.eot?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/social-logos.21c8bb.delayed	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/)
00:54:56	2021/2021	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2259510a16-7e5%22	https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/social-logos.ttf?5d3b4da4f6c2460dd842dbf9e0992ea6	C:/My%20Web%20Sites/BitorzoX/bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/social-logosc8bb.ttf	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/)
00:54:57	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Aug%202020%2021:54:57%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&host=bitorzo822342368.wordpress.com&ref=DOCUMENT_REFERRER&amp=1&blog=181920109&v=wpcom&tz=0&user_id=0&post=4&subd=bitorzo822342368	C:/My%20Web%20Sites/BitorzoX/pixel.wp.com/b53ab.gif	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/)
00:54:57	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2023%20Aug%202020%2021:54:58%20GMT	https://pixel.wp.com/b.gif?rand=RANDOM&v=wpcom-no-pv&crypt=UE40eW5QN0p8M2Y%2FRE1mJVY3bm9aR3VCbS9mWm1pRyZuJS1LX1t5QmRXZzE3RC9rQWZHK1FjbDltdWdaMVFFZTcxUGVHLWR0WTJodElGX1ovdzV%2BbDBNdGUzaTliUEZ%2BbGgrW216VGVkJkRqLmxnXU9MU2txT3VJMnwyQ3lUdTB5TlkzU3ZJRG8rVy5tcHxGYn5QZHJZd0xhMiVpdWcrT3BuN2wsNVBfWG1idzUrc2xFMlRpMmhaZkN0TEwzYkJWbFtvaCZ8TSZhMmpfNmhRSE4sSDJZZGdVPVFKUE1SbThwUWQ%3D	C:/My%20Web%20Sites/BitorzoX/pixel.wp.com/bdccd.gif	(from https://bitorzo822342368.wordpress.com/2020/08/23/mission-statement/amp/)
